cnpj_basico;nome_fantasia;situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;capital_social;uf;municipio;arrecadacao_media_setor;capital_medio_setor;feature_desvio_capital;feature_idade_anos
10308617;Empresa Comercial 3677;2;2021-01-12;5611201;43516.80167398091;RJ;Rio de Janeiro;45000;90000;0.4835200185997879;5.423682409308693
21368954;Empresa Comercial 3678;2;2021-01-13;4711302;346984.50454898307;RJ;Duque de Caxias;500000;2000000;0.17349225227449153;5.420944558521561
57050087;Empresa Comercial 3681;2;2021-01-16;4781400;378018.1883830215;RJ;Niterói;80000;150000;2.52012125588681;5.412731006160164
10734275;Empresa Comercial 3682;2;2021-01-17;4781400;159394.5185532171;RJ;Duque de Caxias;80000;150000;1.062630123688114;5.409993155373032
86531658;Empresa Comercial 3686;2;2021-01-22;4781400;177158.62687067591;RJ;Niterói;80000;150000;1.1810575124711729;5.3963039014373715
52541546;Empresa Comercial 3687;2;2021-01-23;4781400;48720.626734081954;RJ;Niterói;80000;150000;0.324804178227213;5.393566050650239
52499758;Empresa Comercial 3689;2;2021-01-25;5611201;160740.8696731511;RJ;Niterói;45000;90000;1.786009663035012;5.388090349075975
58257587;Empresa Comercial 3690;2;2021-01-26;4781400;91034.82433192362;RJ;Duque de Caxias;80000;150000;0.6068988288794908;5.385352498288843
49747799;Empresa Comercial 3691;2;2021-01-27;4711302;48261.56243068184;RJ;Duque de Caxias;500000;2000000;0.024130781215340923;5.382614647501711
15318331;Empresa Comercial 3693;2;2021-01-29;5611201;67679.57464504246;RJ;Rio de Janeiro;45000;90000;0.7519952738338052;5.377138945927447
75030702;Empresa Comercial 3695;2;2021-02-01;5611201;245379.0392019159;RJ;Niterói;45000;90000;2.7264337689101765;5.368925393566051
20736301;Empresa Comercial 3697;2;2021-02-03;4711302;38437.95901872385;RJ;Rio de Janeiro;500000;2000000;0.019218979509361925;5.363449691991787
21152153;Empresa Comercial 3698;2;2021-02-04;5611201;254914.0260560808;RJ;Rio de Janeiro;45000;90000;2.8323780672897865;5.360711841204655
53694538;Empresa Comercial 3702;2;2021-02-08;5611201;323475.40792933904;RJ;Niterói;45000;90000;3.594171199214878;5.349760438056126
67182455;Empresa Comercial 3703;2;2021-02-09;5611201;26197.67315841952;RJ;Duque de Caxias;45000;90000;0.29108525731577245;5.347022587268994
49835189;Empresa Comercial 3704;2;2021-02-10;5611201;24556.31830781616;RJ;Niterói;45000;90000;0.27284798119795733;5.344284736481861
50339104;Empresa Comercial 3705;2;2021-02-12;4711302;107175.37710343368;RJ;Niterói;500000;2000000;0.05358768855171684;5.338809034907597
98762789;Empresa Comercial 3707;2;2021-02-14;5611201;131152.42432149587;RJ;Duque de Caxias;45000;90000;1.457249159127732;5.333333333333333
57623905;Empresa Comercial 3708;2;2021-02-15;4781400;95122.58413344876;RJ;Duque de Caxias;80000;150000;0.6341505608896584;5.330595482546201
55173471;Empresa Comercial 3709;2;2021-02-16;4781400;90628.5758473142;RJ;Duque de Caxias;80000;150000;0.6041905056487614;5.327857631759069
12592316;Empresa Comercial 3710;2;2021-02-17;5611201;22812.96467186596;RJ;Rio de Janeiro;45000;90000;0.2534773852429551;5.325119780971937
69009476;Empresa Comercial 3712;2;2021-02-19;5611201;263121.28245070635;RJ;Duque de Caxias;45000;90000;2.9235698050078485;5.319644079397673
56619069;Empresa Comercial 3713;2;2021-02-20;4781400;330579.31121910625;RJ;Niterói;80000;150000;2.2038620747940416;5.316906228610541
64331101;Empresa Comercial 3716;2;2021-02-24;5611201;13234.441115574433;RJ;Duque de Caxias;45000;90000;0.1470493457286048;5.305954825462012
50801245;Empresa Comercial 3717;2;2021-02-25;5611201;145587.94194102506;RJ;Duque de Caxias;45000;90000;1.6176437993447228;5.30321697467488
96808069;Empresa Comercial 3718;2;2021-02-26;4711302;193475.9314158529;RJ;Rio de Janeiro;500000;2000000;0.09673796570792645;5.300479123887748
44538588;Empresa Comercial 3719;2;2021-02-27;4711302;74975.86051040656;RJ;Rio de Janeiro;500000;2000000;0.037487930255203285;5.297741273100616
64045191;Empresa Comercial 3720;2;2021-02-28;4781400;175763.28226219103;RJ;Niterói;80000;150000;1.1717552150812736;5.295003422313484
90440554;Empresa Comercial 3721;2;2021-03-01;5611201;192219.43605875515;RJ;Rio de Janeiro;45000;90000;2.135771511763946;5.292265571526352
87734507;Empresa Comercial 3722;2;2021-03-02;4711302;415797.1685417474;RJ;Duque de Caxias;500000;2000000;0.20789858427087368;5.28952772073922
61535568;Empresa Comercial 3723;2;2021-03-03;4711302;15061.041818678388;RJ;Niterói;500000;2000000;0.007530520909339194;5.286789869952088
63440239;Empresa Comercial 3724;2;2021-03-04;5611201;37033.14938836949;RJ;Niterói;45000;90000;0.41147943764854994;5.284052019164956
53099658;Empresa Comercial 3726;2;2021-03-07;4781400;308736.1096815432;RJ;Duque de Caxias;80000;150000;2.058240731210288;5.27583846680356
50483087;Empresa Comercial 3730;2;2021-03-11;5611201;52888.78220685134;RJ;Duque de Caxias;45000;90000;0.5876531356316815;5.2648870636550305
69828066;Empresa Comercial 3732;2;2021-03-13;4711302;128400.65930452362;RJ;Rio de Janeiro;500000;2000000;0.06420032965226181;5.259411362080766
11821367;Empresa Comercial 3733;2;2021-03-14;4711302;49769.7790922417;RJ;Niterói;500000;2000000;0.02488488954612085;5.256673511293634
40235640;Empresa Comercial 3736;2;2021-03-17;5611201;58304.27346649481;RJ;Niterói;45000;90000;0.6478252607388312;5.248459958932238
66424721;Empresa Comercial 3739;2;2021-03-21;4711302;248339.1948055798;RJ;Duque de Caxias;500000;2000000;0.1241695974027899;5.23750855578371
95235670;Empresa Comercial 3740;2;2021-03-22;4711302;130044.90523705036;RJ;Duque de Caxias;500000;2000000;0.06502245261852518;5.234770704996578
55447478;Empresa Comercial 3741;2;2021-03-23;4711302;352785.2615733257;RJ;Niterói;500000;2000000;0.17639263078666287;5.232032854209446
65961553;Empresa Comercial 3742;2;2021-03-24;5611201;107619.6611310211;RJ;Duque de Caxias;45000;90000;1.1957740125669012;5.229295003422314
70945797;Empresa Comercial 3744;2;2021-03-26;4711302;338660.66990788607;RJ;Niterói;500000;2000000;0.16933033495394303;5.223819301848049
21199747;Empresa Comercial 3745;2;2021-03-27;4781400;133866.04691593006;RJ;Niterói;80000;150000;0.8924403127728671;5.221081451060917
58726898;Empresa Comercial 3747;2;2021-03-30;4711302;63532.26555862417;RJ;Rio de Janeiro;500000;2000000;0.03176613277931208;5.212867898699521
56433552;Empresa Comercial 3752;2;2021-04-04;5611201;11388212.970843423;RJ;Rio de Janeiro;45000;90000;126.53569967603804;5.19917864476386
96783786;Empresa Comercial 3753;2;2021-04-05;5611201;29345.42281819532;RJ;Rio de Janeiro;45000;90000;0.32606025353550355;5.196440793976728
76128719;Empresa Comercial 3754;2;2021-04-06;5611201;93090.96904217143;RJ;Niterói;45000;90000;1.0343441004685714;5.193702943189596
46755905;Empresa Comercial 3755;2;2021-04-07;4711302;34194.932850287216;RJ;Duque de Caxias;500000;2000000;0.017097466425143606;5.190965092402464
41397110;Empresa Comercial 3756;2;2021-04-08;4781400;167762.9339380345;RJ;Rio de Janeiro;80000;150000;1.1184195595868966;5.188227241615332
86423687;Empresa Comercial 3757;2;2021-04-09;4711302;30786.73640862325;RJ;Duque de Caxias;500000;2000000;0.015393368204311624;5.1854893908282
45004423;Empresa Comercial 3760;2;2021-04-13;5611201;56670.09272263787;RJ;Rio de Janeiro;45000;90000;0.6296676969181986;5.174537987679671
67079389;Empresa Comercial 3761;2;2021-04-14;5611201;290477.06902944273;RJ;Duque de Caxias;45000;90000;3.2275229892160304;5.171800136892539
77066688;Empresa Comercial 3762;2;2021-04-15;4711302;97002.85989068888;RJ;Duque de Caxias;500000;2000000;0.04850142994534444;5.169062286105407
54454950;Empresa Comercial 3764;2;2021-04-17;5611201;107356.68209064854;RJ;Niterói;45000;90000;1.1928520232294282;5.163586584531143
10424528;Empresa Comercial 3765;2;2021-04-18;5611201;18249.83767892875;RJ;Niterói;45000;90000;0.20277597421031945;5.160848733744011
37701434;Empresa Comercial 3766;2;2021-04-19;5611201;638443.1763985383;RJ;Rio de Janeiro;45000;90000;7.0938130710948695;5.158110882956879
21103831;Empresa Comercial 3767;2;2021-04-20;5611201;138050.4152574228;RJ;Duque de Caxias;45000;90000;1.5338935028602534;5.155373032169747
59207388;Empresa Comercial 3769;2;2021-04-23;4711302;129419.8581819412;RJ;Niterói;500000;2000000;0.0647099290909706;5.147159479808351
67034340;Empresa Comercial 3774;2;2021-04-28;5611201;67727.3044894442;RJ;Rio de Janeiro;45000;90000;0.7525256054382689;5.13347022587269
18527835;Empresa Comercial 3775;2;2021-04-29;4781400;64127.17866488848;RJ;Duque de Caxias;80000;150000;0.42751452443258986;5.130732375085558
95659135;Empresa Comercial 3776;2;2021-04-30;4781400;10357.6955884831;RJ;Niterói;80000;150000;0.06905130392322067;5.127994524298426
99078939;Empresa Comercial 3777;2;2021-05-01;4781400;163074.6762308616;RJ;Duque de Caxias;80000;150000;1.087164508205744;5.125256673511293
52635177;Empresa Comercial 3778;2;2021-05-03;4781400;119826.96937596092;RJ;Duque de Caxias;80000;150000;0.7988464625064061;5.119780971937029
50216746;Empresa Comercial 3779;2;2021-05-04;5611201;97246.4671891718;RJ;Rio de Janeiro;45000;90000;1.0805163021019089;5.117043121149897
73594452;Empresa Comercial 3780;2;2021-05-05;4781400;362294.502388547;RJ;Rio de Janeiro;80000;150000;2.4152966825903133;5.114305270362765
49384827;Empresa Comercial 3782;2;2021-05-07;4711302;6456.993246058486;RJ;Rio de Janeiro;500000;2000000;0.003228496623029243;5.108829568788501
53428295;Empresa Comercial 3785;2;2021-05-10;5611201;10077.818165145272;RJ;Rio de Janeiro;45000;90000;0.11197575739050303;5.100616016427105
17083610;Empresa Comercial 3786;2;2021-05-11;4781400;109827.62552189792;RJ;Duque de Caxias;80000;150000;0.7321841701459861;5.0978781656399725
62141506;Empresa Comercial 3788;2;2021-05-13;5611201;34856.02197531263;RJ;Rio de Janeiro;45000;90000;0.38728913305902923;5.092402464065708
36560140;Empresa Comercial 3790;2;2021-05-16;5611201;39308.487004004826;RJ;Duque de Caxias;45000;90000;0.4367609667111647;5.084188911704312
42791816;Empresa Comercial 3792;2;2021-05-18;4711302;69447.89615202535;RJ;Niterói;500000;2000000;0.03472394807601267;5.078713210130048
64633048;Empresa Comercial 3796;2;2021-05-22;5611201;109051.4503238974;RJ;Niterói;45000;90000;1.2116827813766378;5.06776180698152
57278684;Empresa Comercial 3797;2;2021-05-23;4781400;294057.47753186943;RJ;Duque de Caxias;80000;150000;1.960383183545796;5.065023956194388
54855106;Empresa Comercial 3799;2;2021-05-26;4711302;53625.04722857167;RJ;Niterói;500000;2000000;0.026812523614285835;5.0568104038329915
84982355;Empresa Comercial 3800;2;2021-05-27;5611201;81045.24470948521;RJ;Rio de Janeiro;45000;90000;0.9005027189942801;5.054072553045859
15875293;Empresa Comercial 3802;2;2021-05-29;4711302;337202.47158370534;RJ;Duque de Caxias;500000;2000000;0.16860123579185265;5.048596851471594
62297378;Empresa Comercial 3803;2;2021-05-30;4711302;11290.01268627949;RJ;Rio de Janeiro;500000;2000000;0.005645006343139745;5.045859000684462
67675376;Empresa Comercial 3804;2;2021-05-31;5611201;16134.006570409383;RJ;Niterói;45000;90000;0.17926673967121537;5.04312114989733
72803546;Empresa Comercial 3806;2;2021-06-02;4781400;44747.19134369861;RJ;Duque de Caxias;80000;150000;0.2983146089579907;5.037645448323066
67428685;Empresa Comercial 3807;2;2021-06-03;4711302;51168.6127759395;RJ;Niterói;500000;2000000;0.02558430638796975;5.034907597535934
58710324;Empresa Comercial 3812;2;2021-06-09;5611201;28355.939551679192;RJ;Rio de Janeiro;45000;90000;0.3150659950186577;5.018480492813142
73687770;Empresa Comercial 3813;2;2021-06-10;4781400;39299.5214848297;RJ;Duque de Caxias;80000;150000;0.26199680989886465;5.01574264202601
50174673;Empresa Comercial 3814;2;2021-06-11;4711302;47407.308824155465;RJ;Niterói;500000;2000000;0.023703654412077734;5.0130047912388775
20117273;Empresa Comercial 3818;2;2021-06-15;4781400;21599.22441555589;RJ;Rio de Janeiro;80000;150000;0.14399482943703928;5.002053388090349
61492716;Empresa Comercial 3819;2;2021-06-16;4711302;276467.01804249804;RJ;Duque de Caxias;500000;2000000;0.138233509021249;4.999315537303217
34147347;Empresa Comercial 3820;2;2021-06-18;5611201;83686.22735236734;RJ;Niterói;45000;90000;0.9298469705818593;4.993839835728953
44590323;Empresa Comercial 3821;2;2021-06-19;5611201;50739.093254422674;RJ;Rio de Janeiro;45000;90000;0.5637677028269186;4.991101984941821
19031370;Empresa Comercial 3823;2;2021-06-21;4781400;264049.97266410885;RJ;Niterói;80000;150000;1.760333151094059;4.985626283367557
17611432;Empresa Comercial 3824;2;2021-06-22;5611201;231202.97567470567;RJ;Rio de Janeiro;45000;90000;2.568921951941174;4.982888432580425
52710916;Empresa Comercial 3826;2;2021-06-24;4781400;399939.0146312295;RJ;Duque de Caxias;80000;150000;2.6662600975415303;4.97741273100616
30481913;Empresa Comercial 3827;2;2021-06-25;5611201;45795.340227913664;RJ;Niterói;45000;90000;0.5088371136434852;4.974674880219028
90831680;Empresa Comercial 3828;2;2021-06-26;4711302;87710.14058042677;RJ;Duque de Caxias;500000;2000000;0.043855070290213384;4.971937029431896
36372008;Empresa Comercial 3831;2;2021-06-30;4711302;30186.86752263359;RJ;Duque de Caxias;500000;2000000;0.015093433761316796;4.960985626283367
65659228;Empresa Comercial 3832;2;2021-07-01;5611201;301505.46643216605;RJ;Niterói;45000;90000;3.3500607381351784;4.958247775496235
92129604;Empresa Comercial 3833;2;2021-07-02;4711302;64934.5309476393;RJ;Duque de Caxias;500000;2000000;0.03246726547381965;4.955509924709103
11760511;Empresa Comercial 3834;2;2021-07-03;4781400;73861.59255963283;RJ;Rio de Janeiro;80000;150000;0.49241061706421885;4.952772073921971
13541815;Empresa Comercial 3835;2;2021-07-04;4711302;10987.775182095094;RJ;Rio de Janeiro;500000;2000000;0.005493887591047547;4.950034223134839
85543474;Empresa Comercial 3836;2;2021-07-05;4781400;64374.47917904864;RJ;Duque de Caxias;80000;150000;0.4291631945269909;4.947296372347707
81719010;Empresa Comercial 3837;2;2021-07-06;5611201;333876.3288568613;RJ;Rio de Janeiro;45000;90000;3.7097369872984585;4.944558521560575
47693721;Empresa Comercial 3839;2;2021-07-08;4711302;83214.11196011938;RJ;Duque de Caxias;500000;2000000;0.04160705598005969;4.939082819986311
15351826;Empresa Comercial 3840;2;2021-07-09;4711302;9785.475023768076;RJ;Duque de Caxias;500000;2000000;0.004892737511884038;4.936344969199179
90807020;Empresa Comercial 3841;2;2021-07-11;4711302;74525.34335095715;RJ;Rio de Janeiro;500000;2000000;0.03726267167547857;4.930869267624915
92009390;Empresa Comercial 3843;2;2021-07-13;4781400;48596.64698738115;RJ;Duque de Caxias;80000;150000;0.323977646582541;4.9253935660506505
48467910;Empresa Comercial 3844;2;2021-07-14;5611201;320067.1426741041;RJ;Duque de Caxias;45000;90000;3.556301585267823;4.922655715263518
66299981;Empresa Comercial 3848;2;2021-07-18;4711302;27991.37736119608;RJ;Niterói;500000;2000000;0.013995688680598039;4.91170431211499
42580457;Empresa Comercial 3850;2;2021-07-20;4781400;123530.66214515244;RJ;Niterói;80000;150000;0.8235377476343496;4.906228610540725
66933105;Empresa Comercial 3852;2;2021-07-23;4781400;175506.82563167895;RJ;Duque de Caxias;80000;150000;1.170045504211193;4.898015058179329
83788019;Empresa Comercial 3853;2;2021-07-24;5611201;106440.94384081532;RJ;Rio de Janeiro;45000;90000;1.1826771537868368;4.895277207392197
82846444;Empresa Comercial 3854;2;2021-07-25;4711302;226754.2570545852;RJ;Rio de Janeiro;500000;2000000;0.1133771285272926;4.892539356605065
10225391;Empresa Comercial 3858;2;2021-07-29;4711302;62749.93366522347;RJ;Niterói;500000;2000000;0.031374966832611734;4.8815879534565365
58448102;Empresa Comercial 3859;2;2021-07-30;4711302;29586.735286716885;RJ;Niterói;500000;2000000;0.014793367643358443;4.878850102669404
94077467;Empresa Comercial 3861;2;2021-08-01;4781400;218991.6625209881;RJ;Rio de Janeiro;80000;150000;1.4599444168065872;4.87337440109514
47187064;Empresa Comercial 3863;2;2021-08-04;5611201;120754.1538475048;RJ;Duque de Caxias;45000;90000;1.341712820527831;4.865160848733744
98494554;Empresa Comercial 3864;2;2021-08-05;4781400;14208.584255174512;RJ;Duque de Caxias;80000;150000;0.09472389503449674;4.862422997946612
70094329;Empresa Comercial 3866;2;2021-08-07;5611201;240058.46747162263;RJ;Duque de Caxias;45000;90000;2.6673163052402513;4.856947296372348
29312610;Empresa Comercial 3868;2;2021-08-09;4781400;51245.25451443821;RJ;Niterói;80000;150000;0.34163503009625473;4.851471594798084
23580994;Empresa Comercial 3870;2;2021-08-11;4781400;72292.32245362207;RJ;Rio de Janeiro;80000;150000;0.48194881635748044;4.84599589322382
71189402;Empresa Comercial 3872;2;2021-08-14;5611201;105287.31713127028;RJ;Rio de Janeiro;45000;90000;1.1698590792363364;4.837782340862423
80399934;Empresa Comercial 3873;2;2021-08-15;4711302;76989.91428249776;RJ;Niterói;500000;2000000;0.03849495714124888;4.8350444900752905
94572348;Empresa Comercial 3874;2;2021-08-16;5611201;195344.97056414493;RJ;Rio de Janeiro;45000;90000;2.1704996729349437;4.832306639288158
36276833;Empresa Comercial 3876;2;2021-08-18;4781400;5783.922656800928;RJ;Niterói;80000;150000;0.038559484378672855;4.826830937713894
48021655;Empresa Comercial 3877;2;2021-08-19;4711302;411846.0555562082;RJ;Niterói;500000;2000000;0.2059230277781041;4.824093086926762
77256609;Empresa Comercial 3879;2;2021-08-21;4711302;185962.30793189217;RJ;Rio de Janeiro;500000;2000000;0.09298115396594608;4.818617385352498
13792824;Empresa Comercial 3880;2;2021-08-22;4781400;295300.72893022763;RJ;Rio de Janeiro;80000;150000;1.9686715262015175;4.815879534565366
43692118;Empresa Comercial 3881;2;2021-08-23;4711302;99414.26276333666;RJ;Rio de Janeiro;500000;2000000;0.04970713138166833;4.813141683778234
15250295;Empresa Comercial 3883;2;2021-08-26;4781400;34332.8726155608;RJ;Duque de Caxias;80000;150000;0.228885817437072;4.804928131416838
47706355;Empresa Comercial 3884;2;2021-08-27;4711302;31004.42712650146;RJ;Niterói;500000;2000000;0.01550221356325073;4.802190280629706
82258398;Empresa Comercial 3887;2;2021-08-30;5611201;339436.69197561964;RJ;Niterói;45000;90000;3.7715187997291073;4.7939767282683095
10049976;Empresa Comercial 3892;2;2021-09-04;5611201;62782.2591965846;RJ;Niterói;45000;90000;0.6975806577398289;4.780287474332649
54306168;Empresa Comercial 3893;2;2021-09-06;5611201;209495.76203826265;RJ;Rio de Janeiro;45000;90000;2.3277306893140293;4.774811772758385
89140165;Empresa Comercial 3894;2;2021-09-07;4781400;118887.21420931588;RJ;Rio de Janeiro;80000;150000;0.7925814280621059;4.772073921971253
28804536;Empresa Comercial 3895;2;2021-09-08;4781400;145670.1935441507;RJ;Rio de Janeiro;80000;150000;0.9711346236276714;4.769336071184121
28589321;Empresa Comercial 3896;2;2021-09-09;5611201;80002.77242494162;RJ;Rio de Janeiro;45000;90000;0.8889196936104624;4.766598220396989
41676806;Empresa Comercial 3898;2;2021-09-11;4781400;132183.51949637715;RJ;Niterói;80000;150000;0.881223463309181;4.761122518822724
79056102;Empresa Comercial 3899;2;2021-09-12;5611201;421580.2147679663;RJ;Niterói;45000;90000;4.684224608532959;4.758384668035592
53338836;Empresa Comercial 3900;2;2021-09-13;5611201;6143.056645870323;RJ;Niterói;45000;90000;0.0682561849541147;4.75564681724846
43218943;Empresa Comercial 3902;2;2021-09-15;5611201;194445.348081909;RJ;Duque de Caxias;45000;90000;2.1605038675767667;4.7501711156741955
16330034;Empresa Comercial 3903;2;2021-09-16;5611201;210020.926995695;RJ;Rio de Janeiro;45000;90000;2.333565855507722;4.747433264887063
98695125;Empresa Comercial 3904;2;2021-09-18;5611201;358045.26009797165;RJ;Rio de Janeiro;45000;90000;3.9782806677552407;4.741957563312799
25542211;Empresa Comercial 3906;2;2021-09-20;4781400;5049.532066106611;RJ;Duque de Caxias;80000;150000;0.03366354710737741;4.736481861738535
65726066;Empresa Comercial 3908;2;2021-09-22;4781400;9459.699991954974;RJ;Niterói;80000;150000;0.06306466661303316;4.731006160164271
39193726;Empresa Comercial 3909;2;2021-09-23;4711302;555553.1384891942;RJ;Rio de Janeiro;500000;2000000;0.2777765692445971;4.728268309377139
77154339;Empresa Comercial 3910;2;2021-09-24;4711302;42666.87953253652;RJ;Niterói;500000;2000000;0.02133343976626826;4.725530458590007
48950796;Empresa Comercial 3913;2;2021-09-27;4781400;115736.8761022962;RJ;Niterói;80000;150000;0.771579174015308;4.717316906228611
80348118;Empresa Comercial 3914;2;2021-09-29;4781400;76694.75563332661;RJ;Rio de Janeiro;80000;150000;0.5112983708888441;4.7118412046543465
78208441;Empresa Comercial 3915;2;2021-09-30;4781400;11853.201671987865;RJ;Duque de Caxias;80000;150000;0.0790213444799191;4.7091033538672145
64954685;Empresa Comercial 3916;2;2021-10-01;4781400;66223.26845007559;RJ;Duque de Caxias;80000;150000;0.44148845633383726;4.706365503080082
22084335;Empresa Comercial 3918;2;2021-10-03;4781400;694602.495683924;RJ;Duque de Caxias;80000;150000;4.630683304559493;4.700889801505818
28380186;Empresa Comercial 3919;2;2021-10-04;4711302;39957.46946560692;RJ;Niterói;500000;2000000;0.01997873473280346;4.698151950718686
11531064;Empresa Comercial 3920;2;2021-10-05;4781400;123046.04232088306;RJ;Duque de Caxias;80000;150000;0.8203069488058871;4.695414099931554
79185062;Empresa Comercial 3921;2;2021-10-06;4781400;660106.7572985946;RJ;Duque de Caxias;80000;150000;4.400711715323964;4.692676249144422
17466511;Empresa Comercial 3922;2;2021-10-07;5611201;240546.4324116493;RJ;Rio de Janeiro;45000;90000;2.6727381379072144;4.689938398357289
28246135;Empresa Comercial 3923;2;2021-10-08;4711302;757366.0407420987;RJ;Duque de Caxias;500000;2000000;0.37868302037104934;4.687200547570157
88147796;Empresa Comercial 3925;2;2021-10-11;4781400;105866.31529348348;RJ;Rio de Janeiro;80000;150000;0.7057754352898898;4.678986995208761
30462320;Empresa Comercial 3927;2;2021-10-13;5611201;22554.77535298093;RJ;Rio de Janeiro;45000;90000;0.25060861503312143;4.673511293634497
34437007;Empresa Comercial 3928;2;2021-10-14;4711302;92280.8113556732;RJ;Duque de Caxias;500000;2000000;0.0461404056778366;4.670773442847365
66895262;Empresa Comercial 3931;2;2021-10-17;4781400;186951.54436427337;RJ;Rio de Janeiro;80000;150000;1.2463436290951557;4.662559890485968
26448425;Empresa Comercial 3932;2;2021-10-18;5611201;210416.37126156327;RJ;Duque de Caxias;45000;90000;2.3379596806840364;4.659822039698836
98782879;Empresa Comercial 3933;2;2021-10-19;4781400;48847.74874062697;RJ;Duque de Caxias;80000;150000;0.32565165827084647;4.657084188911704
57550906;Empresa Comercial 3934;2;2021-10-20;4711302;317757.8353652517;RJ;Rio de Janeiro;500000;2000000;0.15887891768262585;4.654346338124572
91688737;Empresa Comercial 3935;2;2021-10-22;4711302;97378.6042741139;RJ;Rio de Janeiro;500000;2000000;0.048689302137056946;4.648870636550308
90946128;Empresa Comercial 3937;2;2021-10-24;4711302;305834.87918268406;RJ;Rio de Janeiro;500000;2000000;0.15291743959134202;4.643394934976044
73229578;Empresa Comercial 3938;2;2021-10-25;4781400;86146.03249840964;RJ;Duque de Caxias;80000;150000;0.5743068833227309;4.640657084188912
24749151;Empresa Comercial 3939;2;2021-10-26;5611201;213131.73443479484;RJ;Rio de Janeiro;45000;90000;2.3681303826088316;4.63791923340178
57984649;Empresa Comercial 3940;2;2021-10-27;5611201;124121.94056880554;RJ;Niterói;45000;90000;1.3791326729867281;4.635181382614648
66339157;Empresa Comercial 3941;2;2021-10-28;5611201;77158.89835965965;RJ;Rio de Janeiro;45000;90000;0.8573210928851073;4.632443531827516
75825272;Empresa Comercial 3942;2;2021-10-29;4781400;12700607.283289734;RJ;Duque de Caxias;80000;150000;84.67071522193156;4.629705681040384
75755571;Empresa Comercial 3946;2;2021-11-03;5611201;343706.7546830969;RJ;Niterói;45000;90000;3.818963940923299;4.616016427104722
69504448;Empresa Comercial 3951;2;2021-11-08;5611201;388041.5447201354;RJ;Duque de Caxias;45000;90000;4.311572719112616;4.602327173169062
25762512;Empresa Comercial 3954;2;2021-11-11;4781400;221863.8981016874;RJ;Niterói;80000;150000;1.4790926540112495;4.594113620807666
58591742;Empresa Comercial 3955;2;2021-11-12;5611201;217564.89954613172;RJ;Rio de Janeiro;45000;90000;2.4173877727347968;4.591375770020534
74451671;Empresa Comercial 3956;2;2021-11-14;5611201;116865.75607539732;RJ;Duque de Caxias;45000;90000;1.298508400837748;4.58590006844627
21918529;Empresa Comercial 3957;2;2021-11-15;4711302;152020.20810085704;RJ;Rio de Janeiro;500000;2000000;0.07601010405042852;4.583162217659138
51701479;Empresa Comercial 3958;2;2021-11-16;4711302;217529.73362186243;RJ;Niterói;500000;2000000;0.10876486681093121;4.5804243668720055
29262886;Empresa Comercial 3959;2;2021-11-17;4711302;280853.7371366636;RJ;Duque de Caxias;500000;2000000;0.14042686856833178;4.577686516084873
73327232;Empresa Comercial 3960;2;2021-11-18;5611201;220204.940938818;RJ;Niterói;45000;90000;2.446721565986867;4.574948665297741
10537977;Empresa Comercial 3962;2;2021-11-20;4711302;863279.7957975637;RJ;Duque de Caxias;500000;2000000;0.4316398978987819;4.569472963723477
38869116;Empresa Comercial 3964;2;2021-11-22;5611201;8715.340374623402;RJ;Duque de Caxias;45000;90000;0.09683711527359336;4.563997262149213
87055613;Empresa Comercial 3965;2;2021-11-23;5611201;72557.67083698894;RJ;Niterói;45000;90000;0.8061963426332104;4.561259411362081
13668280;Empresa Comercial 3966;2;2021-11-25;4711302;25507.547110957705;RJ;Duque de Caxias;500000;2000000;0.012753773555478852;4.555783709787817
98670888;Empresa Comercial 3967;2;2021-11-26;4781400;24421.107911981697;RJ;Rio de Janeiro;80000;150000;0.162807386079878;4.553045859000685
43245660;Empresa Comercial 3968;2;2021-11-27;4711302;54595.75146024095;RJ;Rio de Janeiro;500000;2000000;0.027297875730120474;4.550308008213553
83746504;Empresa Comercial 3969;2;2021-11-28;5611201;13227.916038424552;RJ;Rio de Janeiro;45000;90000;0.1469768448713839;4.547570157426421
16837388;Empresa Comercial 3970;2;2021-11-29;4781400;179959.2604461113;RJ;Rio de Janeiro;80000;150000;1.1997284029740753;4.544832306639288
48208851;Empresa Comercial 3971;2;2021-11-30;4711302;16530.35604595879;RJ;Niterói;500000;2000000;0.008265178022979394;4.542094455852156
51985331;Empresa Comercial 3972;2;2021-12-01;5611201;39089.59593482598;RJ;Rio de Janeiro;45000;90000;0.4343288437202886;4.539356605065024
14622580;Empresa Comercial 3973;2;2021-12-02;4711302;19625.339992328933;RJ;Niterói;500000;2000000;0.009812669996164466;4.5366187542778915
64920706;Empresa Comercial 3974;2;2021-12-03;4781400;14787.653180305268;RJ;Duque de Caxias;80000;150000;0.09858435453536846;4.5338809034907595
68711614;Empresa Comercial 3975;2;2021-12-04;4781400;51745.33517409445;RJ;Rio de Janeiro;80000;150000;0.34496890116062967;4.531143052703627
73218224;Empresa Comercial 3976;2;2021-12-05;4781400;132259.40815836267;RJ;Duque de Caxias;80000;150000;0.8817293877224178;4.528405201916495
45677259;Empresa Comercial 3977;2;2021-12-07;4781400;506519.4849374812;RJ;Duque de Caxias;80000;150000;3.3767965662498747;4.522929500342231
73588207;Empresa Comercial 3978;2;2021-12-08;4781400;317585.7082494872;RJ;Niterói;80000;150000;2.1172380549965815;4.520191649555099
